,,Id,Journal,Year,Volume,page1,page2,Author,Title,type,,,,
,,"[Berger, 2008 #917]","Berger, S. T. A.; Lemek, T.; Mayr, H., arkivoc 2008, 08, 37-53.",,,,,,,,,,,
,,"[Bergstrom, 2002 #762]","Bergstrom, C. A. S.; Norinder, U.; Luthman, K.; Artursson, P., Pharmaceutical Research 2002, 19, 182-188.",,,,,,,,,,,
,,"[Bergstrom, 2002 #762]","Bergstrom, C. A. S.; Norinder, U.; Luthman, K.; Artursson, P., Pharmaceutical Research 2002, 19, 182-188.",,,,,,,,,,,
,,"[Bergstrom, 2003 #889]","Bergstrom, C. A. S.; Strafford, M.; Lazorova, L.; Avdeef, A.; Luthman, K.; Artursson, P., Journal of Medicinal Chemistry 2003, 46, 558-570.",,,,,,,,,,,
,,"[Bergstrom, 2003 #890]","Bergstrom, C. A. S.; Norinder, U.; Luthman, K.; Artursson, P., J. Chem. Inf. Comput. Sci. 2003, 43, 1177-1185.",,,,,,,,,,,
,,"[Bergstrom, 2004 #760]","Bergstrom, C. A. S.; Luthman, K.; Artursson, P., European Journal of Pharmaceutical Sciences 2004, 22, 387-398.",,,,,,,,,,,
,,"[Bergstrom, 2004 #761]","Bergstrom, C. A. S.; Wassvik, C. M.; Norinder, U.; Luthman, K.; Artursson, P., J. Chem. Inf. Comput. Sci. 2004, 44, 1477-1488.",,,,,,,,,,,
Complete,,"[Bernauer, 2006 #189]","Bernauer, M.; Dohnal, V.; Roux, A. H.; Roux-Desgranges, G.; Majer, V., J. Chem. Eng. Data 2006, 51, 1678-1685.",,,,,,,,,,,
,,"[Bernauer, 2008 #892]","Bernauer, M.; Dohnal, V., J. Chem. Eng. Data 2008, 53, 2622-2631.",,,,,,,,,,,
,,"[Bernauer, 2009 #976]","Bernauer, M.; Dohnal, V., Fl. Phase Eq. 2009, 282, 100-107.",,,,,,,,,,,
Complete,,"[Betterton, 1988 #192]","Betterton, E. A.; Hoffmann, M. R., Environ. Sci. Technol. 1988, 22, 1415-1418.",,,,,,,,,,,
Complete,,"[Betterton, 1991 #190]","Betterton, E. A., Atm. Environ. 1991, 25, 1473-1477.",,,,,,,,,,,
,,"[Betterton, 1992 #28116]","Betterton, E. A., Gaseous Pollutants: characterization and cycling ed Nriagu JO Wiley 1992 1992, 24, 1-50.",,,,,,,,,,,
Complete,,"[Betterton, 1997 #191]","Betterton, E. A.; Robinson, J. L., JOURNAL OF THE AIR AND WASTE MANAGEMENT ASSOCIATION 1997, 47, 1216-1219.",,,,,,,,,,,
,,"[Biddiscombe, 1958 #978]","Biddiscombe, D. P.; Martin, J. F., Trans. Faraday Soc. 1958, 54, 1316-1322.",,,,,,,,,,,
Complete,,"[Bidleman, 1984 #194]","Bidleman, T. F., ANALYTICAL CHEMISTRY 1984, 56, 2490-2496.",,,,,,,,,,,
Complete,,"[Biggar, 1967 #195]","Biggar, J. W.; Dutt, G. R.; Riggs, R. L., Bull. Env. Contam. Toxicol. 1967, 2, 90-100.",,,,,,,,,,,
Complete,,"[Biggar, 1974 #73]","Biggar, J. W.; Riggs, R. L., Hilgardia 1974, 42, 383-91.",,,,,,,,,,,
Already in the DB,,"[Bird, 1954 #197]","Bird, C. L., J. Soc. Dyers Colour. 1954, 70, 68-77.",,,,,,,,,,,
,,"[Birks, 1949 #537]","Birks, J.; Bradley, R. S., Proceedings of the Royal Society (London) A 1949, 198, 226-239.",,,,,,,,,,,
,,"[Blandamer, 2005 #985]","Blandamer, M. J.; Engberts, J.; Gleeson, P. T.; Reis, J. C. R., Chem. Soc. Rev. 2005, 34, 440-458.",,,,,,,,,,,
,,"[Bocek, 1976 #842]","Bocek, K., Quantitative Structure-Activity Relationships 1976, 23, 231-240.",,,,,,,,,,,
,,"[Boddu, 2008 #893]","Boddu, V. M.; Abburi, K.; Maloney, S. W.; Damavarapu, R., J. Chem. Eng. Data 2008, 53, 1120-1125.",,,,,,,,,,,
,,"[Boddu, 2008 #894]","Boddu, V. M.; Abburi, K.; Maloney, S. W.; Damavarapu, R., Journal of Hazardous Materials 2008, 155, 288-294.",,,,,,,,,,,
,,"[Bodor, 1991 #1042]","Bodor, N.; Harget, A.; Huang, M., Journal of the American Chemical Society, 113, 9480-9483, 1991 1991, 113, 9480-9483.",,,,,,,,,,,
,,"[Boehme, 2008 #809]","Boehme, A.; Paschke, A.; Vrbka, P.; Dohnal, V.; Schuurmann, G., J. Chem. Eng. Data 2008, 53, 2873-2877.",,,,,,,,,,,
,,"[Boehncke, 1996 #704]","Boehncke, A.; Martin, K.; Muller, M. G.; Cammenga, H. K., J. Chem. Eng. Data 1996, 41, 543-545.",,,,,,,,,,,
,,"[Boethling, 1985 #843]","Boethling, R. S.; Cooper, J. C., Residue Reviews 1985, 94, 49-99.",,,,,,,,,,,
,,"[Boller, 1998 #996]","Boller, A.; Wiedemann, H. G., Journal of Thermal Analysis and Calorimetry 1998, 53, 431-439.",,,,,,,,,,,
,,"[Bonner, 1965 #961]","Bonner, O. D.; Breazeale, W. H., J. Chem. Eng. Data 1965, 10, 325-327.",,,,,,,,,,,
,,"[Bonner, 1976 #705]","Bonner, O. D.; Jordan, C. F.; Arisman, R. K.; Bednarek, J. M., J.Chem. Thermodynam. 1976, 8, 1173-1176.",,,,,,,,,,,
Complete,,"[Bowden, 1998 #198]","Bowden, D. J.; Clegg, S. L.; Brimblecombe, P., Water, air, and soil pollution 1998, 101, 197-215.",,,,,,,,,,,
,,"[Bowman, 1960 #200]","Bowman, M. C.; Acree, F.; Corbett, M. K., J. Agric. Food. Chem. 1960, 8, 406-408.",,,,,,,,,,,
Already in the DB,,"[Bowman, 1979 #201]","Bowman, B. T.; Sans, W. W., Journal of Environmental Science and Health, Part B 1979, 14, 625-634.",,,,,,,,,,,
Already in the DB,,"[Bowman, 1983 #202]","Bowman, B. T.; Sans, W. W., Journal of Environmental Science and Health, Part B 1983, 18, 221-227.",,,,,,,,,,,
Complete,,"[Bowman, 1983 #203]","Bowman, B. T.; Sans, W. W., Journal of Environmental Science and Health, Part B 1983, 18, 667-683.",,,,,,,,,,,
Already in the DB,,"[Bowman, 1985 #199]","Bowman, B. T.; Sans, W. W., Journal of Environmental Science and Health, Part B 1985, 20, 625-631.",,,,,,,,,,,
Complete,,"[Boyd, 2006 #204]","Boyd, J. W.; Eckman, C. K.; Romero, N. A.; Ramkumar, S. S.; Cox, S. B.; Cobb, G. P., Analytica Chimica Acta 2006, 558, 35-41.",,,,,,,,,,,
Not Done Yet,,"[Brachet, 2005 #205]","Brachet, A.; Chaintreau, A., ANALYTICAL CHEMISTRY 2005, 77, 3045-3052.",,,,,,,,,,,
,,"[Bradley, 1946 #538]","Bradley, R. S.; Evans, M. G.; Whytlaw-Gray, R. W., Proceedings of the Royal Society (London) A 1946, 186, 368-390.",,,,,,,,,,,
,,"[Bradley, 1949 #536]","Bradley, R. S.; Shellard, A. D., Proceedings of the Royal Society (London) A 1949, 198, 239-251.",,,,,,,,,,,
Already in the DB,,"[Bradley, 1956 #196]","Bradley, R. S.; Bird, C. L.; Jones, F., Nature (London) 1956, 178, 998-999.",,,,,,,,,,,
Already in the DB,,"[Bradley, 1960 #206]","Bradley, R. S.; Bird, C. L.; Jones, F., Trans. Faraday Soc. 1960, 56, 23-28.",,,,,,,,,,,
Complete,,"[Braxton, 1989 #147]","Braxton, B. K.; Rytting, J. H., Therm. Acta 1989, 154, 27-47.",,,,,,,,,,,
Complete,,"[Breitung, 1988 #149]","Breitung, V.; Packerbusch, B.; Hutzinger, O., Int. J. Environ. Anal. Chem. 1988, 32, 135-144.",,,,,,,,,,,
Incomplete,,"[Briggs, 1981 #150]","Briggs, G. C., J. Agric. Food Chem. 1981, 29, 1050-1059.",,,,,,,,,,,
Complete,,"[Watts, 1987 #151]","Watts, S. F.; Brimblecombe, P., Environmental Technology Letters 1987, 8, 483-486.",,,,,,,,,,,
,,"[Brimblecombe, 1992 #1008]","Brimblecombe, P.; Clegg, S. L.; Khan, I., Journal of Aerosol Science 1992, 23, S901-S904.",,,,,,,,,,,
,,"[Brisset, 1985 #152]","Brisset, J. L., J. Chem. Eng. Data 1985, 30, 381-383.",,,,,,,,,,,
,,"[Broadway, 1933 #544]","Broadway, L. F.; Fraser, R. G. J., Trans. Faraday Soc. 1933, 29, 429-430.",,,,,,,,,,,
Complete,,"[Brunetti, 1999 #504]","Brunetti, B.; Piacente, V., Journal of Chemical and Engineering Data, 44, 809-812 1999, 44, 809-812.",,,,,,,,,,,
Complete,,"[Brunner, 1990 #148]","Brunner, S.; Hornung, E.; Santl, H.; Wolff, E.; Piringer, O. G., Environ. Sci. Technol. 1990, 24, 1751-1754.",,,,,,,,,,,
,,"[Bujnowski, 2008 #922]","Bujnowski, K.; Adamczyk-Wozniak, A.; Synoradzki, L., arkivoc 2008, 08, 106-U14.",,,,,,,,,,,
,,"[Burger, 1973 #706]","Burger, A., Pharmazeutische Industrie 1973, 35, 626-633.",,,,,,,,,,,
,,"[Burger, 1973 #706]","Burger, A., Pharmazeutische Industrie 1973, 35, 626-633.",,,,,,,,,,,
Complete,,"[Burkhard, 1985 #153]","Burkhard, L. W.; Armstrong, D. E.; Andren, A. W., Environ. Sci. Technol. 1985, 19, 590-596.",,,,,,,,,,,
Complete,,"[Burkhard, 1985 #306]","Burkhard, L. P.; Andren, A. W.; Armstrong, D. E., Environ. Sci. Technol. 1985, 19, 500-507.",,,,,,,,,,,
Complete,,"[Bustamante, 1998 #154]","Bustamante, P.; Romero, S.; Pena, A.; Escalera, B.; Reillo, A., J. Pharm. Sci. 1998, 87, 1590-1596.",,,,,,,,,,,
,,"[Butler, 1933 #1033]","Butler, J. A. V.; Thomson, D. W.; Maclennan, W. H., J.  Chem. Soc. 1933, 33, 674-686.",,,,,,,,,,,
Complete,,"[Butler, 1935 #155]","Butler, J. A. V.; Ramchandani, C. N.; Thompson, D. W., J. Chem. Soc. 1935, 58, 280-285.",,,,,,,,,,,
Complete,,"[Butler, 1935 #156]","Butler, J. A. V.; Ramchandani, C. N., J. Chem. Soc. 1935, 216, 952-955.",,,,,,,,,,,
,,"[Butler, 1936 #763]","Butler, J. A. V.; Reid, W. S., J.  Chem. Soc. 1936, 36, 1171-1173.",,,,,,,,,,,
,,"[Butler, 1937 #707]","Butler, J. A. V., Trans. Faraday Soc. 1937, 33, 229-236.",,,,,,,,,,,
,,"[Buttery, 1965 #844]","Buttery, R. G.; Guadagni, D. G.; Okano, S., Journal of the Science of Food and Agriculture 1965, 16, 691-692.",,,,,,,,,,,
Already in the DB,,"[Buttery, 1969 #158]","Buttery, R. G.; Ling, L. C.; Guadagni, D. G., J. Agric. Food. Chem. 1969, 17, 385-389.",,,,,,,,,,,
Already in the DB,,"[Buttery, 1971 #157]","Buttery, R. G.; Bombden, J. L.; Guadagni, D. G.; Ling, L. C., J. Agric. Food Chem. 1971, 19, 1045-1048.",,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Binder C,,,,,,,,,,,,,,
,,"[Cabani, 1971 #1034]","Cabani, S.; Conti, G.; Lepori, L., Trans. Faraday Soc. 1971, 67, 1943-1950.",,,,,,,,,,,
,,"[Cabani, 1971 #1035]","Cabani, S.; Conti, G.; Lepori, L., Trans. Faraday Soc. 1971, 67, 1933-1942.",,,,,,,,,,,
,,"[Cabani, 1981 #1045]","Cabani, S.; Gianni, P.; Mollica, V., J. Soln. Chem. 1981, 10, 563-595.",,,,,,,,,,,
,,"[Cambon, 1996 #708]","Cambon, J. P.; Bastide, J., J. Agric. Food. Chem. 1996, 44, 333-337.",,,,,,,,,,,
,,"[Cammenga, 1977 #983]","Cammenga, H. K.; Schulze, F. W.; Theuerl, W., J. Chem. Eng. Data 1977, 22, 131-134.",,,,,,,,,,,
,,"[Cappa, 2008 #709]","Cappa, C. D.; Lovejoy, E. R.; Ravishankara, A. R., Journal of Physical Chemistry A 2008, 112, 3959-3964.",,,,,,,,,,,
,,"[Carlsen, 2005 #159]","Carlsen, L., INTERNET ELECTRONIC JOURNAL OF MOLECULAR DESIGN 2005, 4, 355-366.",,,,,,,,,,,
Complete,,"[Carr, 1985 #160]","Carr, P. W.; Hussam, A., Anal. Chem. 1985, 57, 793-801.",,,,,,,,,,,
,,"[Carson, 1984 #1055]","Carson, A. S., Thermochemistry and it Application to Chemical and Biochemical Systems 1984, 84, 143-156.",,,,,,,,,,,
,,"[Castro, 2008 #919]","Castro, E. A.; Soto, C.; Vasquez, B.; Santos, J. G., arkivoc 2008, 08, 151-160.",,,,,,,,,,,
,,"[Cavallaro, 1958 #810]","Cavallaro, L.; Indelli, A., Gazzetta Chimica Italiana 1958, 88, 369-385.",,,,,,,,,,,
,,"[Cayley, 1986 #710]","Cayley, G. R.; impson, B. W., Journal of Chromatography 1986, 356, 123-134.",,,,,,,,,,,
,,"[Cesaro, 1976 #764]","Cesaro, A.; Russo, E.; Crescenzi, V., Journal of Physical Chemistry 1976, 80, 335-339.",,,,,,,,,,,
,,"[Cesaro, 1976 #764]","Cesaro, A.; Russo, E.; Crescenzi, V., Journal of Physical Chemistry 1976, 80, 335-339.",,,,,,,,,,,
,,"[Cesaro, 1976 #764]","Cesaro, A.; Russo, E.; Crescenzi, V., J. Phys. Chem. 1976, 80, 335-339.",,,,,,,,,,,
,,"[Cessna, 1978 #711]","Cessna, A. J.; Grover, R., J. Agric. Food. Chem. 1978, 28, 289-292.",,,,,,,,,,,
Already in the DB,,"[Cetin, 2005 #62]","Cetin, B.; Odabasi, M., Atm. Environ. 2005, 39, 5273-5280.",,,,,,,,,,,
Complete,,"[Cetin, 2006 #63]","Cetin, B.; Ozer, S.; Sofuoglu, A.; Odabasi, M., Atm. Environ. 2006, 40, 4538-4546.",,,,,,,,,,,
Complete,,"[Chai, 2005 #163]","Chai, X.; Falabella, J. B.; Teja, A. S., Fl. Phase Eq. 2005, 231, 239-245.",,,,,,,,,,,
,,"[Chamberlain, 1996 #164]","Chamberlain, K.; Evans, A. A.; Bromilow, R. H., Pestic. Sci. 1996, 47, 265-271.",,,,,,,,,,,
,,"[Chambers, 1996 #1018]","Chambers, C. C.; Hawkins, G. D.; Cramer, C. J.; Truhlar, D. G., J. Phys. Chem. 1996, 100, 16385-16398.",,,,,,,,,,,
,,"[Chang, 1995 #845]","Chang, W. K.; Criddle, C. S., Biodegradation 1995, 6, 1-9.",,,,,,,,,,,
Complete,,"[Chapman, 1943 #505]","Chapman, R. P.; Averell, P. R.; Harris, R. R., Ind. Eng. Chem. 1943, 35, 137-138.",,,,,,,,,,,
,,"[Chapoy, 2008 #811]","Chapoy, A.; Haghighi, H.; Tohidi, B., J.Chem. Thermodynam. 2008, 40, 1030-1037.",,,,,,,,,,,
,,"[Chatterjee, 2002 #165]","Chatterjee, K.; Dollimore, D.; Alexander, K. S., THERMOCHIMICA ACTA 2002, 392, 107-117 %Z vol 392-393.",,,,,,,,,,,
,,"[Chen, 1997 #712]","Chen, J.; Liang, Y.; Ma, P., Huagong Xuebao (CHINESE EDITION) 1997, 48, 622-625.",,,,,,,,,,,
,,"[Chen, 1997 #712]","Chen, J.; Liang, Y.; Ma, P., Huagong Xuebao (CHINESE EDITION) 1997, 48, 622-625.",,,,,,,,,,,
,,"[Chen, 1997 #966]","Chen, J.; Liang, Y.; Ma, P., Hua Gong Xue Bao 1997, 48, 622-625.",,,,,,,,,,,
,,"[Chen, 2002 #812]","Chen, X. Q.; Cho, S. J.; Li, Y.; Venkatesh, S., J. Pharm. Sci. 2002, 91, 1838-1852.",,,,,,,,,,,
Complete,,"[Chen, 2003 #167]","Chen, L.; Takenaka, N.; Bandow, H.; Maeda, Y., Atm. Environ. 2003, 37, 4817-4822.",,,,,,,,,,,
Complete,,"[Chen, 2006 #166]","Chen, X.; Oja, V.; Chan, W. G.; Hajaligol, M. R., J. Chem. Eng. Data 2006, 51, 386-391.",,,,,,,,,,,
,,"[Chen, 2008 #926]","Chen, X.; Brauman, J. I., J. Am. Chem. Soc. 2008, 130, 15038-15046.",,,,,,,,,,,
complete,,"[Cheng, 2003 #168]","Cheng, W.; Chu, F.; Liou, J., Atm. Environ. 2003, 37, 4807-4815.",,,,,,,,,,,
Complete,,"[Cheng, 2004 #170]","Cheng, W.; Chou, M.; Perng, C.; Chu, F., Chemosphere 2004, 54, 935-942.",,,,,,,,,,,
no need - only thf and mainly not water,,"[Cheng, 2007 #169]","Cheng, W.; Chou, Y.; Lin, H., JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A: TOXIC/HAZARDOUS SUBSTANCS AND ENVIRONMENTAL ENGINEERING 2007, 42, 129-134.",,,,,,,,,,,
,,"[Chesters, 1989 #846]","Chesters, G.; Simsiman, G. V.; Levy, J.; Alhajjar, B. J.; Fathulla, R. N.; Harkin, J. M., Reviews of Environmental Contamination and Toxicology 1989, 110, 1-73.",,,,,,,,,,,
,,"[Chickos, 2002 #28119]","Chickos, J. S.; Nichols, G.; Ruelle, P., Journal of Chemical Information and Computer Sciences 2002, 42, 368-374.",,,,,,,,,,,
,,"[Chimni, 2009 #907]","Chimni, S. S.; Singh, S.; Kumar, A., Tetrahedron-Asymmetry 2009, 20, 1722-1724.",,,,,,,,,,,
Complete,,"[Chiou, 1977 #176]","Chiou, C. T.; Freed, V. H.; Schmedding, D. W.; Kohnert, R. L., Environ. Sci. Technol. 1977, 11, 475-478.",,,,,,,,,,,
Complete,,"[Chiou, 2005 #175]","Chiou, C. T.; Schmedding, D. W.; Manes, M., Environ. Sci. Technol. 2005, 39, 8840-8846.",,,,,,,,,,,
,,"[Choi, 1982 #1020]","Choi, J. K.; Joncich, M. J.; Lambert, Y.; Deslongchamps, P.; Fliszar, S., Theochem 1982, 6, 115-122.",,,,,,,,,,,
Already in the DB,,"[Christie, 1967 #177]","Christie, A. O.; Crisp, D. J., JOURNAL OF APPLIED CHEMISTRY 1967, 17, 11-14.",,,,,,,,,,,
,,"[Clegg, 1985 #1016]","Clegg, S. L.; Brimblecombe, P., Environmental Technology letters 1985, 6, 269-278.",,,,,,,,,,,
,,"[Clegg, 1994 #1049]","Clegg, S. L.; Brimblecombe, P., Journal of Physical Chemistry 1994, 94, 5369-5380.",,,,,,,,,,,
Complete,,"[Clever, 2005 #178]","Clever, H. L., J. Phys. Chem. Ref. Data. 2005, 34, 2347-2349.",,,,,,,,,,,
,,"[Colomina, 1974 #28134]","Colomina, M.; Roux, M. V.; Turrion, C., J. Chem. Thermodyn. 1974, 6, 149-155.",,,,,,,,,,,
,,"[Colomina, 1974 #716]","Colomina, M.; Roux, M. V.; Turrion, C., J.Chem. Thermodynam. 1974, 6, 571-576.",,,,,,,,,,,
,,"[Colomina, 1974 #717]","Colomina, M.; Roux, M. V.; Turrion, C., J.Chem. Thermodynam. 1974, 6, 149-155.",,,,,,,,,,,
,,"[Colomina, 1976 #715]","Colomina, M.; Jimenez, P.; Perez-Ossorio, R.; Turrion, C., J.Chem. Thermodynam. 1976, 8, 439-444.",,,,,,,,,,,
Complete,,"[Colomina, 1978 #180]","Colomina, M.; Jimenez, P.; Roux, M. V.; Turrion, C., JOURNAL OF CHEMICAL THERMODYNAMICS 1978, 10, 661-665.",,,,,,,,,,,
,,"[Colomina, 1979 #714]","Colomina, M.; Jimenez, P.; Perez-Ossorio, R.; Turrion, C., J.Chem. Thermodynam. 1979, 11, 1179-1184.",,,,,,,,,,,
,,"[Colomina, 1979 #714]","Colomina, M.; Jimenez, P.; Perez-Ossorio, R.; Turrion, C., J. Chem. Thermodyn. 1979, 11, 1179-1184.",,,,,,,,,,,
,,"[Colomina, 1980 #1023]","Colomina, M.; Jimenez, P.; Turrion, C.; Fernandez, J. A.; Monzon, C., Anales de Quimica 1980, 76, 245-248.",,,,,,,,,,,
Complete,,"[Colomina, 1980 #179]","Colomina, M.; Jimenez, P.; Roux, M. V.; Turrion, C., ANALES DE QUIMICA 1980, 77, 114-117.",,,,,,,,,,,
,,"[Colomina, 1981 #28123]","Colomina, M.; Jimenez, P.; Roux, M. V.; Turrion, C., Anales de Quimica 1981, 77, 114-117.",,,,,,,,,,,
,,"[Colomina, 1982 #1021]","Colomina, M.; Jimenez, P.; Turrion, C., J. Chem. Thermodyn. 1982, 14, 779-784.",,,,,,,,,,,
,,"[Colomina, 1983 #28121]","Colomina, M.; Jimenez, P.; Turrion, C.; Kaminski, M.; Zielenkiewicz, W., Therm. Acta 1983, 68, 371-374.",,,,,,,,,,,
,,"[Colomina, 1983 #765]","Colomina, M.; Jimenez, P.; Turrion, C.; Kaminski, M.; Zielenkiewicz, W., Thermochimica Acta 1983, 68, 371-374.",,,,,,,,,,,
,,"[Colomina, 1984 #1024]","Colomina, M.; Jimenez, P.; Roux, M. V.; Turrion, C., J. Chem. Thermodyn. 1984, 16, 379-384.",,,,,,,,,,,
,,"[Colomina, 1984 #1025]","Colomina, M.; Jimenez, P.; Roux, M. V.; Turrion, C., J. Chem. Thermodyn. 1984, 16, 1121-1127.",,,,,,,,,,,
,,"[Colomina, 1985 #1026]","Colomina, M.; Jimenez, P.; Roux, M. V.; Turrion, C., J. Chem. Thermodyn. 1985, 17, 1091-1096.",,,,,,,,,,,
,,"[Colomina, 1986 #965]","Colomina, M.; Jimenez, P.; Roux, M. V.; Turrion, C., Anales de Quimica 1986, 82, 126-130.",,,,,,,,,,,
,,"[Colomina, 1986 #965]","Colomina, M.; Jimenez, P.; Roux, M. V.; Turrion, C., Anales Quim. 1986, 82, 126-130.",,,,,,,,,,,
,,"[Colomina, 1987 #1027]","Colomina, M.; Jimenez, P.; Perez-Ossorio, R.; Roux, M. V.; Turrion, C., J. Chem. Thermodyn. 1987, 19, 155-162.",,,,,,,,,,,
,,"[Colomina, 1987 #1028]","Colomina, M.; Jimenez, P.; Roux, M. V.; Turrion, C., J. Chem. Thermodyn. 1987, 19, 1139-1144.",,,,,,,,,,,
,,"[Colomina, 1988 #1029]","Colomina, M.; Jimenez, P.; Perez-Ossorio, R.; Roux, M. V.; Turrion, C., J. Chem. Thermodyn. 1988, 20, 575-580.",,,,,,,,,,,
,,"[Colomina, 1989 #1030]","Colomina, M.; Jimenez, P.; Roux, M. V.; Turrion, C., J. Chem. Thermodyn. 1989, 21, 275-281.",,,,,,,,,,,
,,"[Conway, 1983 #847]","Conway, R. A.; Waggy, G. T.; Spiegel, M. H.; Berglund, R. L., Environ. Sci. Technol. 1983, 17, 107-112.",,,,,,,,,,,
,,"[Cooke, 2002 #767]","Cooke, S. A.; Jonsdottir, S. O.; Westh, P., J.Chem. Thermodynam. 2002, 34, 1545-1555.",,,,,,,,,,,
Complete,,"[Coolidge, 1927 #181]","Coolidge, A. S.; Coolidge, M. S., J. Am. Chem. Soc. 1927, 49, 100-104.",,,,,,,,,,,
Already in the DB,,"[Copolovici, 2005 #182]","Copolovici, L. O.; Niinemets, U., Chemosphere 2005, 61, 1390-1400.",,,,,,,,,,,
complete,,"[Copolovici, 2007 #183]","Copolovici, L. O.; Niinemets, U., Chemosphere 2007, 69, 621-629.",,,,,,,,,,,
,,"[Coutsikos, 2003 #184]","Coutsikos, P.; Voutsas, E.; Magoulas, K.; Tassios, D. P., Fl. Phase Eq. 2003, 207, 263-281.",,,,,,,,,,,
Complete,,"[Cramer, 1991 #185]","Cramer, C. J.; Truhlar, D. G., J. Am. Chem. Soc. 1991, 113, 8305-8311.",,,,,,,,,,,
Complete  ?? nothing to add in  this paper,,"[Cramer, 1994 #186]","Cramer, C. J.; Truhlar, D. G., J. Am. Chem. Soc. 1994, 116, 3892-3900.",,,,,,,,,,,
Complete,,"[Cui, 2006 #212]","Cui, X.; Chen, G.; Han, X., J. Chem. Eng. Data 2006, 51, 1860-1861.",,,,,,,,,,,
,,"[Cummings, 1955 #718]","Cummings, G.; McLaughlin, E., J.  Chem. Soc. 1955, 55, 1391-1392.",,,,,,,,,,,
Not Done Yet,,"[Cundall, 1978 #213]","Cundall, R. B.; Palmer, T. F.; Wood, C. E. C., J.  Chem. Soc. 1978, 74, 1339-1345.",,,,,,,,,,,
Complete,,"[Hawkins, 1998 #208]","Hawkins, G. D.; Liotard, D. A.; Cramer, C. J.; Truhlar, D. G., J. Org. Chem. 1998, 63, 4305-4313.",,,,,,,,,,,
complete,,"[Li, 1999 #211]","Li, J.; Zhu, T.; Hawkins, G. D.; Winget, P.; Liotard, D. A.; Cramer, C. J.; Truhlar, D. G., Theoretical Chemistry Accounts 1999, 103, 9-63.",,,,,,,,,,,
Complete,,"[Puri, 2003 #1019]","Puri, S.; Chickos, J.; Welsh, W., J. Chem. Inf. Comput. Sci. 2003, 43, 55-62.",,,,,,,,,,,
Abstract Only,,"<Chamberlain, ??>",No Reference / Tag is Temporary,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Binder D,,,,,,,,,,,,,,
Not Done Yet,,"[Daubert, 1952 #76]","Daubert, T. E.; Hutchison, G., AIChE Symposium Series 1952, 86, 93-114.",,,,,,,,,,,
Not Done Yet,,"[Davies, 1959 #214]","Davies, M.; Jones, A. H., Trans. Faraday Soc. 1959, 55, 1329-1332.",,,,,,,,,,,
Complete,,"[Davies, 1959 #215]","Davies, M.; Jones, A. H.; Thomas, G. H., Trans. Faraday Soc. 1959, 55, 1100-1108.",,,,,,,,,,,
Complete,,"[de Bruijn, 1989 #217]","de Bruijn, J.; Busser, F.; Seinen, W.; Hermens, J., Environ. Toxicol. Chem. 1989, 8, 299-512.",,,,,,,,,,,
Complete,,"[de Bruyn, 1995 #219]","de Bruyn, W. J.; Swartz, E.; Hu, J. H.; Shorter, J. A.; Davidovits, P.; Worsnop, D. R.; Zahniser, M. S.; Kolb, C. E., Journal of Geophysical Research 1995, 100, 7245-7251.",,,,,,,,,,,
nothing useful,,"<Delaney, 2004>","Delaney, J. S., Journal of Chemical Information and Computer Sciences 2004, 44, 1000-1005.",,,,,,,,,,,
Complete,,"[Delgado, 2002 #221]","Delgado, E. J., Fl. Phase Eq. 2002, 199, 101-107.",,,,,,,,,,,
Not Done Yet,,"[Delgado, 2002 #222]","Delgado, E. J.; Alderete, J., Journal of Chemical Information and Computer Sciences 2002, 42, 559-563.",,,,,,,,,,,
Complete,,"[Delgado, 2007 #223]","Delgado, J., Heat and Mass Transfer 2007, 43, 1311-1316.",,,,,,,,,,,
Complete,,"[de Wit, 1983 #224]","de Wit, H. G. M.; van Miltenburg, J. C.; de Kruif, C. G., Journal of Chemical Thermodynamics 1983, 15, 651-663.",,,,,,,,,,,
Complete,,"[Dewulf, 1999 #225]","Dewulf, J.; van Langenhove, H.; Everaert, P., Journal of Chromatography A 1999, 830, 353-363.",,,,,,,,,,,
Complete,,"[Diaz, 2007 #226]","Diaz, A.; Ventura, F.; Galceran, M. T., Analytica Chimica Acta 2007, 589, 133-136.",,,,,,,,,,,
Complete,,"[Diogo, 2002 #227]","Diogo, H. P.; Minas da Piedade, M. E., J.Chem. Thermodynam. 2002, 34, 173-184.",,,,,,,,,,,
Complete,,"[Dionne, 1986 #228]","Dionne, B. C.; Rounbehler, D. P.; Achter, E. K.; Hobbs, J. R.; Fine, D. H., Journal of Energetic Materials 1986, 4, 447-472.",,,,,,,,,,,
Complete,,"[Dickinson, 1956 #229]","Dickinson, W., Trans. Faraday Soc. 1956, 52, 31-35.",,,,,,,,,,,
Complete,,"[Dobbs, 1982 #507]","Dobbs, A. J.; Cull, M. R., Environmental Pollution (Series B) 1982, 3, 289-298.",,,,,,,,,,,
Complete,,"[Dohanyosova, 2004 #231]","Dohanyosova, P.; Sarraute, S.; Dohnal, V.; Majer, V.; Gomes, M. C., Ind. Eng. Chem. Res. 2004, 43, 2805-2815.",,,,,,,,,,,
